"GSM380517"	"GSM380518"	"GSM380519"	"GSM380520"
"OR2H2"	4.54480289478312	4.71541668114087	4.85650348387	5.75884390780018
"OR2J2"	3.77646592399397	3.93083147401916	3.96863816149215	4.20164588231128
"OR2J3"	3.77494066093289	3.80961100358717	3.99785514293835	4.76607618483575
"OR2N1P /// OR2N1P"	6.74952972804505	7.05321845411904	7.0588071890248	7.59261533491092
"OR2S2"	5.3380075699861	5.20913396286053	5.70749648062529	6.14955855399255
"OR2W1"	3.6921838720691	3.79104738850881	3.86568704269005	4.23849088091762
"OR3A1"	4.14296112590786	4.25382030878835	4.42863297357115	5.04626488855016
"OR3A2"	3.73685473605707	3.87026391340539	3.95189106224345	4.438862687594
"OR3A3"	5.62866073442098	5.75325176154643	6.15029001004211	6.63390941079291
"OR51E2"	4.71974113419373	4.91215305916124	5.03473348344344	5.6647150163795
"OR52A1"	4.6344731103287	4.77763520766002	5.27159673312812	5.64860751057956
"OR5I1"	4.7452712924102	4.74573475428662	5.13313351421658	6.1878998859902
"OR6A2"	4.79146143946708	4.62345151457447	4.8690867501528	6.18875009546973
"OR7A10"	3.54140531690234	3.47292657144131	3.60109064097595	3.81713735060709
"OR7A17"	4.53903004421081	4.39074343174431	4.81236612706473	5.24487834320492
"OR7A5"	5.65945158836225	6.20854354515861	6.1666061851697	7.01566170041002
"OR7C1"	4.03867482561552	3.98879398395198	4.44062082884432	4.66588799914971
"OR7C2"	5.83402330661821	5.56374336591104	6.13505698848633	6.57228733125547
"OR7E111P /// OR7E111P"	6.43848638703545	6.45500264109095	6.79432689342963	7.4133385340969
"OR7E12P"	7.02968498901158	6.50520019011265	6.98677804325312	8.41597752121794
"OR7E14P"	5.32986408096044	5.84385312071177	5.39127637909188	6.80893901704106
"OR7E156P"	7.08739915916367	6.66854099463958	6.43985325067851	7.04928600770057
"OR7E19P"	4.33700683368834	4.20444942777977	4.45957057383317	5.24162136855738
"OR7E24"	4.05156171847757	3.65251333406349	4.71276212145649	4.24664852517852
"OR7E2P"	3.27137329046792	3.29892298143661	3.24437114979997	4.03991808449409
"OR7E37P"	8.78636154974295	6.63806643460339	7.9033819103519	9.34421647299231
"OR7E47P"	6.591021930764	6.05288972108073	6.64254575029218	8.28107320207887
"ORAI2"	4.58745295610452	4.07162078335629	4.34215975251208	5.09604183392814
"ORAI3"	7.2960103766015	6.76588149720359	6.48037217068891	7.75273919038719
"ORC1"	5.67355135156806	5.21531149321898	5.58172528227966	5.2144910236486
"ORC2"	7.03137129014643	6.49207817295937	6.50560546290843	6.60691995314192
"ORC3"	7.72056170883774	7.57130719721743	6.96305543446994	5.16886777830436
"ORC4"	7.29005879419521	7.60646395674757	7.15883554657131	6.55022352398034
"ORC5"	5.62381627046913	5.48122214049063	5.58686319507574	5.44079903956034
"ORC6"	10.1354265132599	9.25604963647566	9.87109360253979	9.97162973895636
"ORM1"	4.51889915815235	4.28535937231171	4.42237197156938	4.70868419080013
"ORM1 /// ORM2"	3.60192391754354	3.62857391841067	3.62260474013695	4.11194602554047
"ORMDL2"	7.97939509213067	7.14319856411398	7.50483006573428	7.3893119926402
"OS9"	9.03981255277705	8.93801664240643	8.83673736519972	8.70798683505063
"OSBP"	7.63044336071263	7.36252517761021	7.32807465380108	7.53481193582382
"OSBP2"	5.61953833984732	5.31465910835525	5.89244359808429	6.04162283102949
"OSBPL10"	6.32032639232211	6.44179339387822	5.69854521176511	6.66706518669193
"OSBPL11"	7.75625083433008	7.63345958591785	7.03369619468228	6.8567365373803
"OSBPL1A"	5.65587782487667	6.66947034662911	6.48561863560872	5.60867552152438
"OSBPL2"	6.90362723934726	7.30929543208727	6.55032070699489	6.78719910746834
"OSBPL3"	6.24601862031779	8.55319302853373	5.64455010404455	6.00300900937423
"OSBPL7"	4.53300665919891	4.2689667349411	4.50068407397334	5.3898670446929
"OSBPL8"	9.21278556432534	8.49105594740609	8.09918909723558	8.35853980110323
"OSBPL9"	9.94011254667313	9.78086433593624	9.81672164787027	9.0054862093895
"OSER1"	6.87916106662938	7.41370431724427	7.48758519521597	6.84317265759733
"OSGEP"	8.3075539877251	7.23934009263029	6.82689793906322	6.66717881968401
"OSGEPL1"	6.56668280483417	6.63276816681761	6.42009401411186	6.3937623238207
"OSGIN1"	5.35860079284929	5.32609758140412	5.93464500652784	6.12245145712415
"OSGIN2"	4.14044312650752	4.14179692939758	4.44531264061775	5.09056368814768
"OSM"	4.87246796015826	5.03531030343162	5.39457459814289	5.73027885808777
"OSMR"	4.25319535155813	3.6353949560149	3.92860121115986	4.79293034166934
"OSR2"	6.6207793912802	6.65691287312436	5.12264826540563	5.7702391542131
"OSTF1"	5.70137279396685	5.56760009124936	5.50387963446368	6.47728248223479
"OSTM1"	6.22906205929631	5.68727598668238	5.98021603449449	5.71304753136499
"OTC"	3.97118829258941	3.99198491573414	4.08414646665578	5.20458446726914
"OTOF"	4.4772230697456	4.70882232559294	4.59000253166701	5.09912490211197
"OTOR"	4.48910279670362	4.89889950783813	5.01399432116949	5.94971533574272
"OTUB2"	6.10345617712242	5.34795848777688	5.07642095659954	5.78665846069761
"OTUD3"	6.84048614725719	6.42910908859271	6.85510285526714	6.09117841864224
"OTUD4"	6.58424280107538	6.31009390228583	6.618330192485	6.75353814315435
"OTUD7B"	4.55705119566552	4.22887259536035	4.74042052060612	4.86542723186926
"OVGP1"	5.86694114683905	6.60868625070174	6.86987554755747	7.13305742276606
"OVOL1"	4.88033641607878	5.16813691947189	5.12846452520076	5.45504286798384
"OVOL2"	6.60640001336539	6.64412106547207	6.04763884575024	6.45047689023398
"OVOL3"	4.63649693220664	4.65982952489903	4.97600684120111	5.1984878306289
"OXA1L"	9.38052520275336	9.44537332227145	8.36179508061358	8.0364949684215
"OXCT1"	8.10579880069249	7.99542785801418	7.50507769057511	7.19438568426514
"OXCT2"	5.71242480302264	5.77912199477447	5.64777878991325	6.02555603782067
"OXLD1"	7.84826731944343	6.60219104573676	6.75781944734527	6.89917510396372
"OXR1"	6.40872564047263	7.63959567132374	5.0821537294153	6.8611717920839
"OXSM"	7.40247728596184	6.86728427486508	6.56484667497673	6.39050588918298
"OXSR1"	8.75485481651132	8.55913817635693	8.2082518455124	7.34248521655881
"OXT"	5.37886682570054	5.30026528396931	5.36902974760581	5.63661085303886
"OXTR"	4.89661344311566	5.05917535819129	5.33202793540345	5.60406512538844
"P2RX1"	5.00166408013046	5.23534422198646	5.88392331470337	6.54805885361175
"P2RX2"	4.23655106195466	4.39390392131742	4.44609986297698	4.7714858300566
"P2RX3"	3.81713735060709	3.9990227420194	3.93405330691812	4.28535937231171
"P2RX4"	6.38308645116767	6.80541831227903	6.24710797458079	5.9901420153539
"P2RX5"	6.28299503556888	6.17279539948488	7.16786190728876	7.3673301475071
"P2RX5-TAX1BP3 /// TAX1BP3"	9.16823611470267	7.86036141464975	8.26572864575255	9.74928498447153
"P2RX5 /// P2RX5-TAX1BP3 /// TAX1BP3"	5.91328272633292	5.16886777830436	5.744328249164	5.51461842235192
"P2RX6"	5.13695442275189	5.16334461636694	5.49580248098424	5.87496098117465
"P2RX7"	4.20309992608568	4.17639891936271	4.48844914988277	4.85608322973225
"P2RY1"	3.54586971540509	3.84415569356788	3.76767449738852	4.37833890007343
"P2RY10"	3.2989760038234	3.2536106388905	3.33910643361425	3.82490789465364
"P2RY11 /// PPAN-P2RY11"	4.53183025658684	4.64949864682317	4.89716811506588	5.55082999361764
"P2RY13"	4.06319060781523	3.9846986920825	4.25957213627186	6.40393012058425
"P2RY14"	4.2544645645239	3.91075050647197	4.36609086312049	4.94696034595307
"P2RY2"	5.00894911192787	5.20692773153084	5.09631334888333	6.09122177197926
"P2RY4"	4.83315836373341	4.61014940971189	5.03120339984242	5.72902546119235
"P2RY6"	4.80114109165933	4.66530025326818	4.85230353728719	5.53902135468248
"P4HA1"	9.32400771312523	7.99888193617132	7.89420359579792	7.94933287693082
"P4HB"	10.0307054250447	9.1158467436875	9.15698203108287	6.76786767702167
"P4HTM"	7.8088245898458	7.83245199663779	6.84670477574275	6.69055129328363
"PA2G4"	8.49226798830104	7.87839000985107	8.40881656633283	7.43068691555591
"PA2G4P2 /// PA2G4P2"	3.96600427263363	4.11311306837807	4.68792282757723	4.46991841783342
"PAAF1"	7.89121275698684	7.51750280808276	7.68557959784131	7.63848892324958
"PABPC1"	12.1219138425933	11.8266976344433	12.0060170986637	11.9301757015209
"PABPC1 /// RLIM"	11.5442946363914	11.648780419587	11.4581259561661	11.8616706939198
"PABPC1P1 /// PABPC1P1"	6.02763676437384	5.97811894789818	6.08067522175682	6.61746386152834
"PABPC3"	11.2237941374788	11.2352235702429	11.147714467513	11.6701027995422
"PABPN1"	8.06494319995154	9.22194711333685	7.92281897299243	6.45712144263143
"PACRG"	4.5360811182975	4.93214223991577	4.35220920621455	4.8328454912468
"PACS1"	4.51484003919196	4.16051049013914	4.45028011799475	5.55482717280482
"PACS2"	6.76059371538345	7.18069514239604	6.83777689872544	6.13592602457822
"PACSIN2"	8.71873124060011	9.39287647378708	8.9994070908946	8.20022068257676
"PACSIN3"	6.27928913471114	4.96681775561774	5.45240236308648	5.7098042797997
"PADI1"	7.11484365334104	7.46339093905035	7.72698025395536	8.4509367836302
"PADI2"	5.37290438228551	6.8716321229535	6.448473666609	6.4526099493992
"PADI3"	5.74765365693014	5.22943370523373	5.41684490816344	5.91714594366673
"PADI4"	3.50050608201724	3.63834912336181	3.70202461149963	4.11630192748216
"PAEP"	4.10989671237187	4.10416285424997	4.01630059831607	3.99776481435554
"PAF1"	7.48143731094239	7.07562181712428	6.70750756563618	6.63746982416688
"PAFAH1B1"	6.13011026062346	7.92435324063034	6.9911914760556	6.38784065622225
"PAFAH1B2"	5.05407767525605	4.89764680239229	5.33183695557377	5.7702391542131
"PAFAH1B3"	7.76568349469413	8.78841167093115	8.2047762065074	7.24050683772302
"PAFAH2"	4.79970026506466	4.78535699081284	4.85659990725077	4.96886191354639
"PAGE1"	3.88782257742885	3.76141762011264	3.85545477035849	4.11810047708867
"PAGE4"	10.4476480638827	5.15092881497048	5.49118867747859	5.7451416796381
"PAGR1"	7.58493778546296	7.66212739851609	8.62429500621388	7.75576935265247
"PAICS"	7.08378704675131	6.8398910643126	7.27821117612954	6.27259807847417
"PAIP1"	9.58186251835061	8.80395169431997	9.15142133658353	8.96314077105631
"PAIP2B"	6.74137262711565	7.30148717548752	6.92222703800046	6.53927489709422
"PAK1"	4.31753057563213	4.83858860543018	4.35354425597928	4.1144314284031
"PAK1IP1"	7.65155226826797	6.03782076526064	6.4107888761306	7.17727708719514
"PAK2"	6.66015185093288	6.17895959725606	6.52804594361903	6.69789602804053
"PAK3"	5.89625038692501	8.43333240870677	6.31776638220332	7.62285487445751
"PAK4"	6.83001068874499	6.70982248216007	6.62852320850113	7.16180666247381
"PAK6"	6.07677798522734	5.23320509530198	5.54824309383328	5.44659750938934
"PAK7"	6.24416174251646	5.62791240031096	4.54810158192768	4.72146291058713
"PALB2"	7.0869443702334	7.26907771094563	7.03784590603601	6.96592115180793
"PALLD"	7.8510456307648	7.49983717509051	7.39308352532792	7.14399730366208
"PALM"	6.43758839271002	8.79447754864087	6.10103059773539	7.22387260472986
"PALMD"	5.40496840953161	5.72347568509403	8.96595791975315	8.28211101729474
"PAM"	9.30318756263418	9.38845701188693	8.95542578424462	8.09767040277795
"PAM16"	6.4315860764821	6.25631117581709	6.67799037023676	6.85768255172583
"PAMR1"	5.73660662845942	6.20147732750939	6.29549172002909	6.6617675371247
"PAN2"	8.04924193015199	8.13255635662541	8.0649019219768	6.6115076545968
"PANK2"	8.98398233508451	9.50096179779546	8.60747046792066	9.02556238725707
"PANK3"	7.48883202182195	7.71265430136893	6.75503351954776	6.69045778724795
"PANK4"	6.67946470436918	7.29637168554525	7.77087049461325	5.62821392505182
"PANX1"	4.10012098998612	4.89412140265305	5.67318900709269	4.9267208205189
"PAOX"	5.47434059542904	5.00202958867845	5.24839830277454	5.93562079068327
"PAPD7"	9.81673336734652	9.7683344388469	9.52084079474907	8.39708889874006
"PAPOLA"	8.19370394714626	8.37086851618521	7.82026850144105	6.61066859077556
"PAPOLB"	3.53431371315246	3.59319001943147	3.80267776251741	4.28535937231171
"PAPOLG"	5.57762169960412	5.18829790735859	5.98211164510646	6.55987968620211
"PAPPA"	4.32607564577312	4.6593704940993	4.64187247112683	5.30138404873721
"PAPPA2"	5.796763162455	5.35961680803802	5.73464097626144	6.15743275351819
"PAPSS1"	9.76273095149302	8.91472323851029	10.7150763612654	9.16709340946656
"PAPSS2"	5.59461428249935	6.87011964690859	5.32752423721945	6.31815289319397
"PAQR3"	6.67221440367192	5.93586611274894	6.94243144232426	6.00758779000152
"PAQR4"	7.44384848767838	7.9687388306949	8.0760055935811	7.40020631563774
"PAQR5"	3.40268861146315	3.3532766246311	3.58164023839801	3.9703816428994
"PAQR6"	6.43965877647265	6.57166615115906	6.04089050556551	6.70295734814515
"PARD3"	7.44849608369727	7.63166421773081	6.83960799497039	6.41396388094619
"PARD6A"	6.44692783116217	6.70850258850214	7.11826074903732	6.74576652113444
"PARD6B"	3.88638327994217	3.91891097888093	4.14779733639872	4.42084201038794
"PARG"	7.19214824924026	6.94720789279845	6.4621773017001	6.86332894063127
"PARK2"	4.46255916209068	4.54391075127866	4.3664798022437	5.043350464577
"PARK7"	10.7221526408108	11.4155911236307	11.7079187175449	10.2347821351108
"PARL"	9.31831310345524	8.82735916032169	8.62824414345174	8.4634952247487
"PARM1"	5.75535000073281	6.2243735152847	7.03573220286508	6.70626806034883
"PARN"	7.58002551526972	7.87403580020096	7.76897684205916	8.10234204158402
"PARP1"	9.38248401440498	10.0713252770989	10.3732439804814	9.22977090059562
"PARP11"	3.86655620021737	3.95132524298624	4.08856716865939	4.90493373681109
"PARP12"	7.72056170883774	7.31320934539867	7.31547544004207	7.0478712992975
"PARP16"	7.35557845904107	7.16463249696372	7.53052535699186	7.97406352625492
"PARP2"	9.09631143464464	9.49846280595248	8.37765604836182	7.16755414505776
"PARP3"	5.92761590837252	5.54893735452738	5.55311203050528	5.99606311362165
"PARP4"	8.40507214065285	8.11945939505788	7.03949886736404	7.93320828061313
"PARP6"	8.3370113809405	7.96992629164901	8.52171949627497	7.37860097921611
"PARP8"	5.44958567198741	4.52781723673188	4.77874535089087	5.78721217399947
"PARPBP"	6.07967441129047	5.95155902300059	6.38447341020021	6.75500259622548
"PART1"	4.88550271332192	5.22307792956515	5.15491823447634	6.01464717007297
"PARVA"	7.07210432738833	6.4915358570663	6.02798575194846	6.23956429321601
"PARVB"	5.03839265355503	4.33627029750797	4.89141309465426	5.35778048866773
"PASK"	6.81672143560657	6.60855138942479	6.4935573828214	6.48029543567511
"PATZ1"	5.59769025506254	6.03003383293233	5.72739628725604	6.41234413220093
"PAWR"	6.31404267476366	6.17621661658425	6.10424174383733	6.43314453403984
"PAX1"	5.98000403895209	5.76781786456494	6.14679324532491	6.481724743257
"PAX2"	5.21342533057358	4.90141327326339	5.1130135460696	5.65617672921117
"PAX3"	4.42127492487615	4.32129313788376	4.63071067690438	5.00359018706903
"PAX4"	4.28380147183527	4.77299438040519	4.58110717795343	5.00370341845794
"PAX5"	5.17248197337175	6.17125900153035	6.40093239683762	6.04017699785577
"PAX6"	4.67299920722158	10.8617562005684	6.59111182741003	6.985034642566
"PAX7"	4.63728953931998	4.91305824085717	5.09187259696138	5.53588256421643
"PAX8"	5.38420800058372	5.37648203893103	5.45785075466434	6.0444510583934
"PAX9"	5.02907232359417	5.0260498364606	5.27852295525693	5.770607283149
"PAXBP1"	7.21683214358655	8.31189465010035	7.68033958304553	7.36710674856019
"PAXIP1"	7.76545686274178	8.14171862647383	7.80114025406736	6.72688661907496
"PBK"	8.88766357597567	8.34711165968813	8.28861405310078	5.83402330661821
"PBLD"	5.09575081092747	5.03539123395602	4.46234397284823	5.35861824188501
"PBOV1"	3.51075162006486	3.5258614748468	3.71451245061648	3.7506443471172
"PBRM1"	5.75618080334921	6.13417692652115	5.82189985665723	5.52465885662268
"PBX1"	8.88758784599755	7.85282279790593	9.38965035603091	7.31692936041553
"PBX2"	6.75141637777341	5.94907511991979	6.17900355329993	6.54625778898959
"PBX3"	8.34377943976583	8.573128674364	9.06086262702962	5.85887359328649
"PBXIP1"	6.76918858851175	6.98598258472709	7.36713967518855	6.7051823374592
"PC"	5.52481163081666	5.28800480594292	5.30483332087342	5.38417819299285
"PCBD1"	7.9275301587666	6.76351723083955	6.6611017834752	6.04139144721454
"PCBP1"	10.3074786435542	9.52329356380202	10.6490276923474	8.43258554433284
"PCBP2"	8.64380870245681	8.16028237687464	8.39826326978643	7.3507222560685
"PCBP3"	5.46826022162615	5.80608879644395	5.76773214225234	6.39539846111393
"PCBP4"	6.35312734707893	6.71667556595205	7.6057005709539	6.698827250702
"PCCA"	5.27479896300171	5.86339161829275	5.26096907151392	4.46235283645295
"PCCB"	7.63348568186915	8.30059961565478	7.94840417065565	7.26188787585654
"PCDH1"	5.76644436538946	5.8246950633754	5.92629382248701	6.96135060493723
"PCDH11X"	3.52494142495586	3.65201812773129	3.6274555882421	4.00761529302976
"PCDH11X /// PCDH11Y"	3.35673758208202	3.36397681896922	3.58321143613326	3.5871184244498
"PCDH12"	5.98343418024793	6.08697579705942	6.4013803718199	6.72368341817188
"PCDH17"	5.90147140111894	5.67039989066638	6.24178905496716	6.80715069694908
"PCDH7"	4.07441884629928	4.15289838233659	4.0916214928055	4.70341229211803
"PCDH8"	3.6389782564713	5.89968469894257	10.1226508374499	3.86786741187398
"PCDH9"	4.47924719071393	6.93867235663005	6.42915772084927	5.39232565346448
"PCDHA1 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHAC1 /// PCDHAC2"	5.66752295620775	7.48161009628722	4.67564475897372	4.09565116535132
"PCDHA10"	4.6660058431153	4.71344575375703	4.93710177110331	5.14055291960484
"PCDHA2"	4.00886735403793	4.01084306177668	4.10393513466352	4.1348351516771
"PCDHA2 /// PCDHA3"	4.2758081354898	4.36253204078307	4.62678298237585	5.14186168216496
"PCDHA5"	4.15284909511663	4.37163171545265	4.24810300366629	4.3675457290488
"PCDHA5 /// PCDHA6"	3.61748885571084	3.59635450408823	3.66921624488855	4.03991808449409
"PCDHA9"	4.93114063976089	4.74969992896196	5.00908122029976	5.76838111598562
"PCDHB1"	4.7707812514782	4.92517534207735	5.26763302242946	5.87293114668548
"PCDHB11"	5.98308743450939	5.9741287504769	5.24819723552855	5.52414558870626
"PCDHB12"	5.99393087692959	5.64647753667716	5.32017892300078	5.79070147516658
"PCDHB13"	6.65716539868265	6.15863498906089	6.21935927175324	6.23156488907191
"PCDHB17"	3.92855763886155	3.7682783561245	3.95637182294237	4.30158304672427
"PCDHB3"	6.5833353626226	6.59059788536981	5.65677705504893	6.35046282468125
"PCDHB6"	6.04513205032496	6.00050582320759	5.50215076062459	5.74762188626757
"PCDHB8"	5.35096090566436	4.83302262608615	4.7783724022525	4.95344613615964
"PCDHGA1"	4.35635364321661	4.31443482941649	4.18606080546982	4.42349832372762
"PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5"	8.27982485020839	8.58999486359843	8.10940832838798	7.75824590667799
"PCDHGA10"	5.21152368030192	4.90309762031341	5.33886466663813	5.4365201304144
"PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA3 /// PCDHGA5 /// PCDHGA6 /// PCDHGC3"	3.9460376616589	3.86326973966478	3.90442659361951	4.35891165658321
"PCDHGA11 /// PCDHGC3"	3.79037881578977	3.84897751718308	3.94385460838082	4.03771751820032
"PCDHGA3"	4.44809959122353	4.36174231982723	4.31143877786658	4.8618977759718
"PCDHGA8"	3.75161069965188	3.49628304583914	3.85219967315557	4.05696553405804
"PCDHGA9"	5.46286627228128	5.61244489572053	5.5849494758817	6.27437902200587
"PCDHGB5"	5.07380190220308	4.69658542559322	5.40413923251721	5.78335067765671
"PCDHGB6"	4.31888562715811	4.44766040700088	4.85543786129151	5.45944365427381
"PCDHGC3"	4.67826854100345	4.5680545711769	4.65490222968818	4.91205500944926
"PCF11"	5.69617114611634	6.60346707388149	6.28415470402139	5.6334287164392
"PCGF1"	7.94463677544896	7.38004167690234	7.68092621630879	7.26604502328093
"PCGF2"	7.53992930633643	7.33297102905382	7.1309192584407	7.07004924590426
"PCGF3"	6.42219178074189	6.36399120586256	5.65427118127449	6.2248953049667
"PCID2"	9.0965886894686	7.96340731118492	7.81328845560174	6.76893330658368
"PCIF1"	5.80112271676091	6.0847666459709	5.99866187158307	6.17039664005826
"PCK1"	5.35882375429197	3.82671825230088	3.81713735060709	4.12115716594268
"PCK2"	7.43161177972102	7.91118526757525	7.66353814364141	6.48990392310718
"PCLO"	4.52785634649132	5.9343508801111	5.4072768327463	5.14959745371787
"PCM1"	7.24785376184115	8.36172894721464	7.34520927000549	7.13862714778788
"PCMT1"	8.07139704729265	8.05446804517884	8.62790696748286	7.18141732279573
"PCMTD2"	8.79772040615235	9.45850325872937	8.47213474417355	7.23967675626395
"PCNA"	10.8030205563733	11.3875364755699	10.8840732253215	9.84983708593637
"PCNAP3 /// PCNAP3"	3.28186038667979	3.27751436065402	3.09583027346554	3.38107021362178
"PCNP"	9.90498328227034	10.0819944666109	9.7225721173651	9.07144629168367
"PCNT"	8.2458510361779	9.30347640266932	8.3998209441375	7.878364786955
"PCNX"	5.58390245857351	5.04851764346223	5.50492668691379	5.30489779605034
"PCNXL2"	5.79151737322095	5.97426532064247	5.85613750926708	5.81193105007167
"PCNXL4"	5.9713638455904	6.09720160395026	5.67722584056593	5.8311417963028
"PCOLCE"	7.89322224256314	6.74381174179992	6.47613170365854	6.78470980922046
"PCOLCE2"	6.05889023661227	6.6115076545968	6.08142616759775	7.28845650006324
"PCP4"	5.65289485721086	7.49264626118692	7.88087267177011	5.4430601367331
"PCSK1"	3.82860825873255	6.48496996212877	4.82334316167756	4.46583426444085
"PCSK1N"	7.45513598838622	8.171495518542	5.30783550379716	6.00758779000152
"PCSK2"	4.0678918609466	7.58576355843926	4.36847452205599	4.74930367592536
"PCSK5"	3.91801762119759	3.39412557325248	3.65158389282242	4.31004154607227
"PCSK6"	4.43027461988816	4.35003670016943	4.6027182658075	5.3574107273185
"PCSK7"	6.7800199829251	6.91210420155567	7.49725066240382	7.12328877785507
"PCTP"	7.22611085864732	5.85256085927593	5.97321979315446	5.7964095075963
"PCYOX1"	5.52958744897331	3.9899762550285	4.27445729009891	3.96096270321435
"PCYOX1L"	7.67169616789561	7.81837473755003	7.36123354069762	6.65692625948013
"PCYT1A"	4.97207102393978	4.92485376987396	4.96443438896608	5.40668481583257
"PCYT1B"	4.15811790207199	4.03148146306772	4.51801477558648	4.57276217589017
"PCYT2"	6.76007322038748	5.83402330661821	6.22670670947447	6.4866734487528
"PDAP1"	5.52291174870554	5.12024129657964	5.52723251833379	5.3851925584661
"PDC"	3.65709276506165	3.65709276506165	7.47759928174089	4.20852205387715
"PDCD1"	5.45857704053631	5.39611114540756	5.87532511906963	6.01266499815769
"PDCD10"	10.2800297992084	9.69366329587207	9.07731672888986	9.53378576920307
"PDCD11"	7.22666446882542	6.66115311928808	6.88954650035948	6.87379833184615
"PDCD1LG2"	3.75971309527714	3.71540612742288	3.95613675886393	4.21416389040773
"PDCD2"	5.91026533327821	5.67944031075116	5.86608572390353	5.74375378968108
"PDCD4-AS1"	4.38891554470955	4.68876307395975	4.59743178381048	5.20627414415551
"PDCD5"	7.23773755754211	6.70468625312101	7.19097263369628	6.34222362075813
"PDCD6"	8.97919574506711	8.67916506875575	8.13958278867991	7.94275688480319
"PDCD6IP"	9.44506659788065	8.4860948643648	8.39089459506896	7.53165555819943
"PDCL"	6.7552329442089	6.93734418224854	6.5884910429285	6.86644742230701
"PDCL3 /// PDCL3P4"	7.52050902885812	7.74761128946286	8.14141217340183	6.31848723842199
"PDE10A"	3.81341688311976	3.84879865616428	4.00837537165842	4.48487353341764
"PDE11A"	4.19090663017711	4.33752154087722	4.8301393547232	5.0348477096106
"PDE12"	3.36850900298718	3.43553831914845	3.61867389895413	4.22831493707566
"PDE1A"	4.07079351570107	4.1705243596565	4.37975115023057	4.92696024092615
"PDE1B"	4.94315365257489	5.28836614198089	5.57325618013533	6.21407740070554
"PDE1C"	4.99789294670426	5.72703705107435	5.60452516128901	6.11138683065451
"PDE2A"	5.49772635045795	6.32910654088087	7.31668754309349	6.56544332788785
"PDE3A"	4.36201489978941	4.32090768715279	4.83802641694442	5.11555362208833
"PDE3B"	4.69045427802705	5.04374981018883	4.61355913961453	5.67572591319044
"PDE4A"	4.83345274527837	4.39243896858803	4.59776094439138	5.2587368916511
"PDE4B"	3.96642103522069	4.47329408288869	4.95287801264277	5.05381776803339
"PDE4D"	4.37064278084946	4.18122287850637	4.5029097671429	4.85481531457391
"PDE4DIP"	4.22273595515972	4.21125220845302	4.72631604730578	4.65530642816209
"PDE5A"	4.00408926341973	4.92153155635784	3.87269919327824	4.10541246700076
"PDE6A"	4.86660627804525	5.09685134174268	5.23519762544233	5.78761735637897
"PDE6B"	5.06334191932679	4.86582650775766	5.20992182084799	5.08630114648785
"PDE6C"	3.06325912137655	3.17322527975447	3.20973724908448	3.25515794182268
"PDE6D"	6.45055776767111	7.16076847661478	7.47381801632037	6.54992038799612
"PDE6G"	6.13307278791089	6.30959715963739	6.97593454657896	7.16204545045423
"PDE6H"	3.42087154860898	3.43544849040223	5.44504919479768	4.39367189808927
"PDE7B"	4.20309992608568	4.28535937231171	4.52004412499402	4.46021017316899
"PDE8A"	7.38211797972998	6.87350179500906	7.19873622970863	7.01881660439753
"PDE8B"	6.65562092818565	6.78447112574995	6.28536681477342	6.57567861364612
"PDE9A"	6.67097433600572	6.89906404366768	5.88799952319691	6.16062132820586
"PDGFA"	5.06615765369503	4.23163801798255	4.28797867911961	4.70777044292275
"PDGFB"	4.97957282231289	4.91263872468736	5.16866106293551	5.71871870793268
"PDGFC"	8.3045274592303	8.49018815349316	6.56296378835405	6.41051603146296
"PDGFD"	5.65686631142396	5.00154058294753	4.7894288759245	4.94338251199189
"PDGFRA"	5.36293658370153	4.18821133987583	4.88455792395442	5.98297505464936
"PDGFRB"	6.43188488274169	6.60592812417713	6.6301539589481	7.01677259064351
"PDGFRL"	4.80078773611971	4.92692884834337	5.04287209819894	5.02456035456821
"PDHA1"	8.19681231210885	7.34663907224063	8.47693464971739	6.85259030496755
"PDHA2"	4.02856052894593	3.88696984707231	4.29905179674962	4.89286316563182
"PDHB"	8.51993377820961	8.65972980542413	8.19969170782639	7.59465563396754
"PDHX"	9.2650364008489	8.92772981211417	7.76382764181204	7.27279774758108
"PDIA2"	4.66059604465799	4.70864563903008	5.02301212266207	5.40971054571908
"PDIA3"	10.8510015524026	8.6981837300212	9.51650850400721	8.17432006868892
"PDIA4"	8.02700006635697	7.61703260999025	8.20001011903432	8.26335171718542
"PDIA6"	10.7978290820014	8.86408174197939	8.9675769889898	8.37510173302128
"PDK1"	6.08241480376026	5.59342886865494	6.32633999584608	5.66193600459938
"PDK2"	6.32083108518689	6.13627405055267	6.01836697958372	6.81489245592248
"PDK3"	5.64611357093173	5.0166021932876	5.91502565275587	5.48105396666417
