"GSM3478634"	"GSM3478635"	"GSM3478636"	"GSM3478637"	"GSM3478638"	"GSM3478639"	"GSM3478640"	"GSM3478641"	"GSM3478642"	"GSM3478643"	"GSM3478644"	"GSM3478645"
"INE1"	4.067656	4.743586	4.646379	4.849413	4.829825	4.85947	5.009265	5.039665	5.092962	5.100309	5.172372	5.084919
"INF2"	5.482292	5.32003725	5.30020675	5.30353775	5.19642	5.16911025	5.424273	5.46742175	5.460633	5.328321	5.2335045	5.25258
"ING1"	8.0133915	7.68711625	7.724277	8.02991875	8.00460825	7.9640545	6.86011	6.964002	6.943617	7.6431915	7.6716165	7.79602275
"ING2"	5.9112595	5.779281	5.459529	5.7352125	5.7132075	5.7623155	6.523779	6.582794	6.5721245	6.9052225	6.7988825	7.033087
"ING3"	6.525034	6.460169	6.41312525	6.54178525	6.4649345	6.4980885	5.82038	5.89123925	5.9159095	7.06662425	7.03048625	7.04924275
"ING4"	7.723835	7.663741	7.608525	7.7252615	7.746599	7.7212555	6.7141035	6.7333355	6.745139	7.6135095	7.5834555	7.4901945
"ING5"	6.4151605	6.24562875	6.192726	6.63216625	6.5275865	6.5399445	5.4283775	5.512441	5.473368	6.619549	6.61452675	6.65199925
"INGX"	4.061146	4.036789	3.938502	4.123727	4.076951	3.81527	3.871642	3.666115	4.074846	3.938799	3.842903	3.552741
"INHA"	3.608735	3.397297	3.575212	3.853021	3.427425	3.702933	3.483433	3.338378	3.373079	2.981781	3.202013	3.260814
"INHBA"	6.48148566666667	6.52395266666667	6.27617066666667	3.86284666666667	3.959367	3.986539	3.46018266666667	3.32888033333333	3.48377333333333	2.72664566666667	2.76459133333333	2.72093833333333
"INHBA-AS1"	2.9184575	2.979011	3.177437	2.8581615	2.9279225	3.031618	2.854919	2.7346085	3.003561	2.862762	2.902355	2.8262635
"INHBB"	3.894481	4.250902	3.938502	3.964929	4.163348	4.15548	4.707738	4.897306	4.596159	6.548838	6.346463	6.572221
"INHBC"	3.662673	3.76341	3.63916	3.964929	3.627306	4.197333	4.014794	4.145042	3.802984	3.919229	3.937737	4.247622
"INHBE"	8.083924	8.132452	7.998726	8.158672	8.282879	8.238331	6.002767	5.87163	5.714386	5.073582	5.024055	4.77947
"INIP"	5.92923	5.9677896	5.926101	6.1138566	6.1799802	6.083574	6.5923728	6.5997404	6.5899458	6.5333366	6.4557996	6.5452816
"INMT"	3.730567	4.190377	4.42119	4.263456	4.476141	4.338284	4.313266	4.296932	4.202516	4.138193	4.091479	4.395714
"INO80"	7.6631135	7.4964185	7.5697515	7.809801	7.838223	7.7554905	6.7981665	6.8564165	6.767817	6.5760455	6.622896	6.6784515
"INO80B"	5.787097	5.56957	5.846884	5.678015	5.639057	5.566836	6.523331	6.626266	6.474861	5.775193	6.080908	6.015703
"INO80B /// INO80B-WBP1"	4.7510005	4.4232575	4.5621425	4.6207555	4.416157	4.424481	5.5613955	5.513945	5.366341	4.7869335	4.713668	4.7913355
"INO80B /// INO80B-WBP1 /// WBP1"	7.758216	7.449728	7.457322	7.805578	7.825572	7.784452	7.615856	7.698476	7.806928	8.04033	7.967746	8.044107
"INO80C"	7.7550355	7.695882	7.6641895	7.3973095	7.5375135	7.3787715	6.9353975	6.9922805	6.901785	7.426233	7.3800465	7.402128
"INO80D"	5.15772783333333	5.159132	5.17651633333333	5.308052	5.25231683333333	5.28132566666667	5.58163316666667	5.47828766666667	5.5043895	6.12994716666667	6.20337766666667	6.19495283333333
"INO80E"	7.022668	6.746616	6.686779	7.080416	6.986805	7.007463	6.62758	6.678546	6.682288	6.965342	6.897379	6.908693
"INPP1"	7.252376	6.897379	6.936604	6.678546	6.628109	6.751772	7.59261	7.561804	7.51968	8.651628	8.676568	8.795734
"INPP4A"	5.82572983333333	5.638982	5.714486	6.12849183333333	6.174766	6.15873283333333	5.83492883333333	5.773529	5.858535	5.97752916666667	6.00854866666667	5.97281866666667
"INPP4B"	2.677872	2.43514575	2.411989	2.43383725	2.3308445	2.42373475	2.50994	2.43118975	2.5302105	2.512443	2.4105775	2.42065475
"INPP5A"	6.402089	6.232385	5.9807735	6.0292465	6.0572975	6.051139	6.936821	7.1255305	7.123468	6.4451535	6.388965	6.520594
"INPP5B"	5.258636	4.98548166666667	4.915038	5.13534766666667	5.165973	5.10383666666667	4.836045	4.67885666666667	4.827705	5.29334266666667	5.302584	5.21311333333333
"INPP5D"	3.330465	3.54553033333333	3.73352733333333	3.66340433333333	3.71278833333333	3.64765366666667	3.71317366666667	3.88841633333333	3.69216533333333	3.62866033333333	3.92493666666667	3.80377233333333
"INPP5E"	6.786862	6.402645	6.454693	6.951037	6.83322	6.901426	6.596566	6.461599	6.555989	7.108667	7.139964	7.11003
"INPP5F"	5.10362433333333	5.32071333333333	5.263381	4.38347733333333	4.55200566666667	4.433676	5.65351433333333	5.67940766666667	5.65967866666667	6.325762	6.27368766666667	6.31137733333333
"INPP5J"	5.824895	6.075131	6.358923	5.772278	5.795938	5.799504	5.858974	5.857713	6.008286	6.715661	7.121093	7.202765
"INPP5K"	7.046007	6.9420925	6.891793	6.9024555	6.7038205	6.741719	7.1789455	7.20539	7.1973535	7.667713	7.7674355	7.7544655
"INPPL1"	8.246498	7.944031	7.93989	8.492172	8.321018	8.379539	7.434838	7.503298	7.593538	8.032486	8.030326	8.191516
"INS"	2.472118	2.554345	2.757963	2.839151	2.94603	2.951343	2.561427	2.55864	2.55864	2.797139	2.701743	2.706566
"INSC"	2.38006	2.253928	2.526191	2.271584	2.45093	2.524286	4.495801	4.495801	4.641702	6.275311	6.310669	6.220407
"INSIG1"	10.1530276666667	10.2119403333333	10.1599076666667	10.2163263333333	10.2768886666667	10.262757	9.92158466666667	9.88703966666667	9.87162666666667	11.33595	11.30446	11.3058533333333
"INSIG2"	7.481851	7.456322	7.283435	7.196618	7.23795	7.21322	9.098576	9.203871	9.177857	8.255356	8.14931	8.095831
"INSL3"	3.68946766666667	4.07365166666667	4.29441733333333	3.814143	4.03128933333333	4.143442	3.866538	3.775199	3.87923	3.89324366666667	3.81996566666667	3.63046066666667
"INSL4"	2.686691	3.0881	3.107551	2.839908	2.9459	2.998904	3.2583	3.162817	3.33427	3.118268	3.066851	3.044413
"INSL5"	2.839151	2.875984	2.752438	3.362525	2.970692	3.021265	2.987331	2.747564	2.79292	2.732035	2.650848	2.815202
"INSL6"	3.622856	3.662966	3.791588	3.768478	3.837376	3.750576	3.614748	3.55222	3.302334	3.291901	3.402468	3.440872
"INSM1"	5.98676	6.489186	6.031379	8.248875	8.417891	8.36491	8.220639	8.207041	8.097853	11.8027	11.81702	11.84375
"INSM2"	4.065777	3.688552	3.861302	3.905108	4.050734	4.218316	3.929045	3.726187	3.53342	8.17734	8.078292	8.01277
"INSR"	5.5015124	5.4879688	5.5222136	5.5856358	5.5144706	5.508181	5.3897756	5.4500438	5.3925794	6.2428548	6.1805754	6.2257118
"INSRR"	5.459683	5.077973	5.375677	6.167044	6.280831	6.005512	4.046725	4.158164	4.679284	4.240544	3.55598	3.93668
"INTS1"	6.024287	5.8437665	5.9752535	6.1834235	6.028741	6.1547585	5.5053135	5.5184965	5.5808265	5.3511395	5.6083325	5.483188
"INTS10"	5.3908825	4.9996365	5.0360925	5.29957525	5.3377365	5.20249525	5.5193695	5.4880765	5.7396975	6.6635375	6.776135	6.66385425
"INTS12"	8.833506	8.748029	8.642082	8.598035	8.56891	8.495402	8.549761	8.70802	8.586071	8.020458	8.032362	8.002748
"INTS2"	7.320171	7.557368	7.346366	7.775487	7.845073	7.801549	7.504366	7.558413	7.525744	8.026941	7.917441	7.953673
"INTS3"	5.9028825	5.883679	5.783576	5.9458295	6.015445	6.0081805	5.560454	5.513537	5.5289405	5.4505025	5.5006185	5.328331
"INTS4"	4.5907308	4.4971032	4.523979	4.594644	4.6623164	4.6111616	4.5597114	4.5593864	4.5647348	4.6013402	4.5813104	4.460156
"INTS4L1"	2.46271	2.392619	2.526191	2.772	2.402606	2.945592	2.554127	2.430153	2.485816	2.650357	3.076572	3.040942
"INTS5"	7.881969	7.3886645	7.556779	7.6893365	7.796459	7.630256	7.1630995	7.20106	7.2241875	7.1811485	7.2453435	7.193459
"INTS6"	6.1213645	6.055558	5.98773275	6.36282625	6.3433355	6.40205425	6.12760175	6.00725125	6.04287825	6.670215	6.71318025	6.72207675
"INTS6-AS1"	4.7752435	4.7112865	4.735138	4.821061	5.1617835	4.8503725	4.2416195	3.8701455	3.893753	4.8223655	4.758244	4.5611435
"INTS7"	6.31795533333333	6.384487	6.418744	6.57749	6.70741466666667	6.49181266666667	6.26535566666667	6.33527233333333	6.14965266666667	7.08184766666667	6.95661433333333	6.91940966666667
"INTS8"	9.693285	9.525832	9.464714	9.817657	9.735868	9.813452	9.771622	9.753898	9.843597	9.444094	9.482358	9.567447
"INTS9"	6.135649	5.759976	5.972557	6.002605	6.195837	6.1168205	5.898987	5.9041085	5.820401	6.04296	6.057314	6.104779
"INTU"	4.743114	4.631651	4.19135	4.370327	4.163917	3.767586	5.816925	5.742115	5.757568	6.458625	6.459722	6.325085
"INVS"	4.254914	4.13266366666667	4.10331166666667	4.23943766666667	4.178502	4.18208233333333	4.244332	4.36982933333333	4.354059	5.446135	5.37383233333333	5.508333
"IP6K1"	7.916476	7.569085	7.582302	7.472017	7.495351	7.486942	7.439343	7.550822	7.460215	7.571367	7.685491	7.545245
"IP6K2"	9.479895	9.145734	9.1824815	9.610002	9.591973	9.5499455	8.38096	8.380667	8.4319245	8.9380855	8.923923	8.9810025
"IP6K3"	2.914323	2.793305	2.919972	2.789542	2.98158	3.245378	2.437148	2.811603	2.702184	2.55284	2.443379	2.707087
"IPCEF1"	2.458303	2.395238	2.512532	2.578281	2.388181	2.553004	2.587893	2.486218	2.483923	2.502022	2.486496	2.570586
"IPMK"	4.2952185	4.1385365	4.1636475	4.246301	4.3775105	4.2632195	4.6025765	4.87643	4.6751585	4.312808	4.405464	4.163279
"IPO11"	2.869894	2.370767	2.857478	2.69802	2.58684	2.41762	2.607331	2.513068	2.521666	2.531023	2.602808	2.453984
"IPO11 /// IPO11-LRRC70"	8.568992	8.6273305	8.480033	8.5618875	8.608279	8.533535	7.3205715	7.288985	7.354712	7.3686975	7.367996	7.3379275
"IPO11 /// LRRC70"	2.907053	2.945357	2.541052	3.137885	3.100433	2.958826	2.901676	2.981241	3.389456	3.781094	3.917641	3.845368
"IPO13"	6.780806	6.522884	6.445889	6.705556	6.621334	6.568511	7.448277	7.272226	7.457047	8.366062	8.37597	8.298032
"IPO4"	8.028153	7.97787	7.765307	8.406884	8.237823	8.255083	8.087671	7.987412	8.061238	6.001595	6.002935	5.972927
"IPO4 /// TM9SF1"	9.896813	9.787727	9.810911	9.475658	9.402116	9.39506	10.77546	10.73303	10.76598	9.809245	9.825436	9.842659
"IPO5"	9.2005228	9.3393422	9.2101386	9.270721	9.3019702	9.2608146	8.7952958	8.7864842	8.8322348	8.4608668	8.46377	8.490844
"IPO5P1"	4.13889175	4.23216675	4.1763295	4.24893425	4.26431275	4.207775	3.52227375	3.76576375	3.6458955	4.2486705	4.3400025	4.35900475
"IPO7"	10.04806725	10.233731	10.17269175	10.4198735	10.50665475	10.49138775	9.6977795	9.6422695	9.63490225	9.77579725	9.77109575	9.746397
"IPO8"	7.2818635	7.2903635	7.237356	7.2743405	7.1547205	7.295898	7.698337	7.647629	7.7157835	7.352012	7.434115	7.5296345
"IPO9"	8.1495225	8.07971325	8.0005095	8.4131955	8.36401325	8.39287125	7.51620225	7.58187175	7.5820915	8.290941	8.2922695	8.29716025
"IPO9-AS1"	3.81548	3.821501	3.797499	3.470067	3.864106	4.011353	3.708464	3.79599	3.877739	3.975963	3.768331	4.158854
"IPP"	5.6814512	5.5504276	5.4977734	5.8053004	5.7916264	5.710062	5.4615706	5.5077132	5.4977376	6.2431114	6.2461626	6.2553882
"IPPK"	5.7569125	5.9829465	6.067282	6.0741025	5.935795	6.0348725	6.3125545	6.1943315	6.353545	6.2646695	6.3140425	6.2387125
"IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4"	8.364997	8.550944	8.464886	9.240765	9.329149	9.337973	7.48059	7.331815	7.333209	8.102133	7.997327	7.997689
"IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4 /// SNRPN"	4.72884385714286	4.943681	4.80877385714286	5.12500828571429	5.13495042857143	5.02937242857143	4.27318442857143	4.28619157142857	4.28782671428571	4.62806028571429	4.66936614285714	4.59545442857143
"IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4 /// SNRPN /// SNURF"	4.099464	4.089474	4.041643	4.715572	4.963607	4.785257	3.955246	3.72803	3.595322	4.228798	4.118813	4.291281
"IQCA1"	3.2922172	3.1261398	3.1752004	3.1613496	3.1114126	3.1552052	3.3724546	3.3499134	3.400638	3.5695972	3.6851742	3.6415228
"IQCB1"	7.675476	7.358827	7.2562765	7.607488	7.6025205	7.5636655	7.1929435	7.225563	7.220533	7.5376395	7.5170945	7.574414
"IQCC"	6.222613	5.89788	6.008656	6.212411	6.304643	6.3079	5.02743	5.112266	5.279548	5.685408	5.653707	5.910798
"IQCD"	5.284255	5.24115	5.254833	5.284245	5.006592	5.008055	4.82036	4.96066	4.715445	5.043207	5.301298	4.915762
"IQCE"	5.1393165	4.878904	4.9003675	5.0357655	4.7583575	4.7258585	5.4709995	5.5209495	5.384889	5.871694	5.9507785	6.03192
"IQCF1"	3.5071495	3.2499865	3.5701695	3.47364	3.3621765	3.332884	3.3075075	3.2735345	3.532313	3.1315205	3.293392	3.3948535
"IQCF2"	3.574347	3.78164	3.663005	3.992731	3.849345	3.721138	3.604744	3.516864	3.483579	3.25494	3.37214	3.180359
"IQCF3"	2.790261	2.576097	3.197382	2.890691	2.806951	2.909182	3.05281	2.973087	2.990618	2.902242	2.979791	3.170318
"IQCF3 /// IQCF4"	2.425148	2.43111	2.302673	2.486791	2.250718	2.691355	2.077343	2.168405	2.190982	2.295651	2.096659	2.259078
"IQCF4"	2.074779	1.922204	2.181366	1.969962	2.083036	2.073256	2.22576	2.216037	2.367355	2.250757	2.17118	2.165418
"IQCF5"	3.066785	2.951091	3.113081	3.109589	3.294259	3.443272	3.104597	3.151869	3.219323	3.014364	3.162823	3.158472
"IQCF5-AS1"	2.839151	3.160239	3.395179	3.16075	3.374158	3.196194	3.360995	3.464616	3.519711	3.473223	3.743805	3.481966
"IQCF6"	3.434302	3.458669	3.550766	3.611021	3.488574	3.545993	2.985213	3.200202	2.912435	2.92438	2.823465	2.904322
"IQCG"	4.539495	4.0414405	4.0433725	3.942373	4.0835845	4.094076	4.3989855	4.3899815	4.3475985	4.077167	4.0412545	4.0031365
"IQCH"	2.703542	2.6003665	2.6166205	2.624947	2.47159733333333	2.6045165	2.9400035	2.85395316666667	2.89541516666667	4.63509266666667	4.62543333333333	4.654242
"IQCH-AS1"	3.478203	3.189138	3.263138	2.806546	2.93083	2.926521	3.533305	3.03877	3.374747	4.957184	5.101618	5.000412
"IQCJ-SCHIP1-AS1"	4.048067	4.032022	4.046479	4.391385	3.896768	3.84809	4.032022	4.056153	4.210042	3.743493	3.660191	4.209953
"IQCJ-SCHIP1 /// SCHIP1"	7.977389	8.180451	7.951168	4.962133	4.869006	4.805788	7.663908	7.692827	7.666671	8.368172	8.354176	8.305317
"IQCK"	5.179442	5.06829375	5.15961425	4.9680685	5.07811375	4.958823	5.1946325	5.11008475	5.20396475	4.523954	4.55803175	4.3874855
"IQGAP1"	9.658323	9.40775466666667	9.431439	9.243771	9.17093766666667	9.21124733333333	9.93491166666667	9.904827	9.94305133333333	9.33059066666667	9.32428566666667	9.327544
"IQGAP2"	3.44454	3.321422	3.3158475	2.413878	2.256888	2.2989345	5.470069	5.5013585	5.424516	2.284836	2.3852415	2.498355
"IQGAP3"	5.14298275	4.8967415	5.00810225	4.613155	4.68336375	4.66990625	5.5567865	5.32092225	5.44253175	5.96998475	5.94695725	5.8728875
"IQSEC1"	6.521896	6.3397355	6.4839795	6.308425	6.1567845	6.1403635	6.649162	6.590479	6.6123385	6.978442	7.076227	6.9689
"IQSEC2"	4.068157	4.35301466666667	4.504154	4.209873	4.263641	4.518537	4.50721866666667	4.434562	4.40998733333333	4.24204133333333	4.06697	4.20481733333333
"IQSEC3"	3.347856	3.39499575	3.5193025	3.36533725	3.42868675	3.4694175	3.2779	3.2624965	3.279565	3.24549525	3.19736625	3.14999325
"IQUB"	2.492607	2.222939	2.186874	2.120125	2.11688	2.039001	2.366121	2.463655	2.483101	2.273755	2.229027	2.11023
"IRAK1"	7.881259	7.812417	7.888535	7.919211	7.780551	7.7118445	8.771809	8.8115345	8.971713	7.712573	7.725205	7.8105315
"IRAK1BP1"	5.2053515	5.2823245	5.179115	5.40368	5.4038565	5.2757545	5.25249	5.4134745	5.195428	7.1737515	7.088447	7.20411
"IRAK2"	3.58115633333333	3.44239733333333	3.47863666666667	3.35602433333333	3.276376	3.19620666666667	3.98490466666667	4.14943333333333	4.026492	2.96245033333333	3.064514	2.958042
"IRAK3"	2.804381	2.59517366666667	2.68941366666667	2.68329933333333	2.71871633333333	2.58024533333333	2.840545	3.01034033333333	2.90618933333333	2.634754	2.65252133333333	2.569403
"IRAK4"	6.116511	5.972073	6.05266	6.038536	6.030144	5.771704	7.286349	7.286685	7.352943	7.639648	7.642004	7.553182
"IREB2"	5.6311195	6.2923645	6.10890625	6.6984845	6.7496695	6.74207375	5.130206	5.2002595	5.07462925	5.6898795	5.5802175	5.63305
"IRF1"	7.5753725	7.189646	7.150838	6.3017295	6.4499685	6.3439895	4.564967	4.381223	4.35172	4.213529	4.5403705	4.501226
"IRF2"	6.054694	6.351659	6.264501	5.219584	5.169337	5.145235	7.595582	7.570252	7.668978	6.101902	6.126513	6.419705
"IRF2BP1"	6.156622	5.948765	5.741053	5.853037	6.048387	6.036466	6.412975	6.281577	6.570328	6.956869	6.749234	7.044233
"IRF2BP2"	8.225814	8.1971406	8.163293	8.0938326	8.1508484	8.156215	8.7126222	8.7122108	8.6925738	8.351056	8.3581454	8.3521926
"IRF2BPL"	11.09485	11.17937	11.21531	11.03908	11.0595	11.07701	12.31882	12.26727	12.25621	12.67007	12.58653	12.57762
"IRF3"	7.554435	7.062435	7.202118	7.341033	7.357675	7.179277	7.74156	7.804627	7.864893	7.528694	7.520235	7.549002
"IRF4"	3.658559	3.52991833333333	3.66394733333333	3.694688	3.51837066666667	3.56889433333333	3.385643	3.490902	3.35045833333333	3.308613	3.42346866666667	3.33611233333333
"IRF5"	4.08981533333333	4.060362	4.33019466666667	4.34521566666667	4.10022766666667	4.33512866666667	4.05825833333333	3.97942766666667	3.93867566666667	3.99981866666667	4.07772733333333	4.13630966666667
"IRF6"	5.87104666666667	5.46684333333333	5.481047	5.97494866666667	6.012035	5.918419	4.09240366666667	4.25547166666667	4.161655	6.54745933333333	6.45676133333333	6.53940966666667
"IRF7"	9.416275	8.803578	8.833738	7.358926	7.31992	7.054295	4.703297	4.525441	4.538319	7.101095	6.971491	7.064857
"IRF8"	7.294887	7.239764	6.858098	7.854057	7.71991	7.787487	4.73305	4.207894	4.346371	5.170915	5.093018	4.717684
"IRF9"	9.895499	9.62531	9.761683	6.766382	6.786613	6.848052	8.653331	8.684907	8.67155	6.515258	6.520617	6.868879
"IRF9 /// RNF31"	6.609543	6.760555	6.470063	6.6292	6.687141	6.522183	6.407104	6.393841	6.53272	6.491928	6.40132	6.516289
"IRG1"	2.768734	2.822096	3.064053	3.064053	3.03371	2.928989	2.742549	2.708229	2.932681	2.717573	2.839151	2.844675
"IRGC"	3.062431	3.241916	3.527048	3.521594	3.342589	3.30919	3.344617	3.404266	3.280478	3.136086	3.411677	2.998529
"IRGM"	2.077552	2.339386	2.389055	1.742205	1.807586	2.043754	2.455889	2.467474	2.249931	2.220092	2.186841	2.235183
"IRGQ"	6.13703283333333	5.92831783333333	6.04948116666667	6.24687516666667	6.2402045	6.2447125	6.49907516666667	6.49469033333333	6.48947883333333	6.23607883333333	6.229323	6.243527
"IRS1"	5.674588	5.80271666666667	5.58426433333333	5.15417866666667	5.28656433333333	5.22828133333333	6.33642233333333	6.19308466666667	6.232214	4.913017	4.735712	4.829467
"IRS2"	8.402744	8.2124525	8.182916	8.9795655	8.9375885	8.9116435	5.620339	5.6514055	5.7752805	7.3636705	7.413073	7.335994
"IRS4"	2.993385	3.550071	3.456166	3.670179	3.703826	3.706148	3.445725	3.45259	3.385813	3.582075	3.43107	3.466963
"IRX1"	2.523236	2.269459	2.243372	2.550214	2.402606	2.406319	2.169297	2.127791	2.169575	2.389149	2.105988	2.326725
"IRX2"	5.2545805	4.965917	4.9048205	5.724586	5.6252885	5.4783525	6.9426025	7.0412085	7.008006	7.9060995	7.780047	7.8886185
"IRX3"	8.956715	9.913031	9.907538	10.39124	10.45431	10.48805	8.260689	8.299122	8.215348	9.682052	9.720269	9.603796
"IRX4"	3.438932	3.347347	3.652789	3.310225	3.457509	3.732259	3.085018	3.398959	3.232317	3.022971	3.217544	3.022971
"IRX5"	8.165183	7.717425	7.883692	8.359015	8.283607	8.200081	7.280128	7.258561	7.385051	7.663679	7.775406	7.820002
"ISCA1"	8.50668033333333	8.53048933333333	8.483501	8.88539966666667	8.89732566666667	8.841702	9.76517566666667	9.75862866666667	9.778857	9.099235	9.07984366666667	9.04099466666667
"ISCA2"	9.933887	9.972422	9.908594	10.25451	10.36085	10.37086	10.1594	10.26791	10.13303	9.413818	9.47171	9.419966
"ISCU"	10.71978	10.80592	10.84007	11.20979	11.28394	11.27152	9.954281	9.945006	9.947062	9.47771	9.537089	9.679833
"ISG15"	13.40903	13.15017	13.23676	9.387447	9.390079	9.327154	7.999691	8.177365	8.13434	8.14842	8.233918	8.168595
"ISG20"	7.480177	6.92505	7.094472	3.8315125	4.0264455	4.0317255	4.334247	4.369707	4.574094	3.6683675	3.9242485	3.659613
"ISG20L2"	7.12398666666667	7.133061	7.154269	7.29668666666667	7.241736	7.238058	6.81457966666667	6.84914533333333	6.80269233333333	6.80495166666667	6.81971733333333	6.91433633333333
"ISL1"	10.10377	9.880876	9.892181	10.58114	10.58658	10.5669	9.659847	9.585308	9.62204	11.29409	11.31598	11.26669
"ISL2"	5.482761	5.266586	4.939499	5.258918	5.736989	5.811903	3.614748	3.907384	3.635895	4.657549	4.879508	4.663273
"ISLR"	6.14965	5.801519	5.843071	4.726751	4.809439	4.960113	7.978334	7.952954	7.98118	8.184486	8.287149	8.24925
"ISLR2"	5.550238	5.369925	5.498826	5.419789	5.480086	5.310215	6.318256	6.40435	6.275254	9.74589	9.637043	9.682259
"ISM1"	3.239594	3.4831515	3.3658625	3.1537445	2.895338	2.873158	2.9779955	3.219592	2.89516	2.848904	2.803685	2.77058
"ISM1-AS1"	2.409927	2.575811	2.298996	2.8066	2.572806	2.555473	2.304655	2.619911	2.72733	2.33199	2.686648	2.529166
"ISM2"	3.881293	3.906127	4.306804	4.342968	4.012322	4.272274	4.549427	4.881083	5.163151	4.169333	4.296424	4.242275
"ISOC1"	10.12079	11.02309	10.7402	11.2779	11.3655	11.46891	7.870641	8.039165	7.783541	9.868194	9.819313	9.863873
"ISOC2"	8.781174	8.514744	8.56337	8.377212	8.338718	8.284161	8.466882	8.450579	8.507393	7.937017	7.942089	7.95492
"ISPD-AS1"	2.3077415	2.2424935	2.191343	2.1711945	2.336205	2.46485	2.2621135	2.1513825	2.4024555	2.278498	2.3453945	2.351052
"IST1"	7.2758065	7.3137255	7.0598135	7.4084655	7.357615	7.416173	6.368271	6.324815	6.335844	6.9136945	6.948144	6.971232
"ISX"	3.458053	3.436153	3.784437	3.649138	3.725774	3.736595	3.593198	3.564783	3.595322	3.507197	3.583511	3.499891
"ISY1"	7.495432	7.306082	7.34398025	7.2766795	7.335887	7.250535	6.94652575	6.962962	7.03348025	7.026909	7.0098115	7.01757075
"ISY1-RAB43 /// RAB43"	6.038295	5.994733	5.840869	5.282983	5.056843	5.157035	6.594611	6.533964	6.609446	3.885498	3.91966	3.862442
"ISYNA1"	5.10050175	4.86253575	4.88109825	4.57791475	4.7202915	4.8019775	4.45027375	4.6486175	4.642414	4.818632	4.817958	4.83234025
"ITCH"	6.4403015	6.44294283333333	6.33594233333333	6.3910235	6.395108	6.3120485	6.60464366666667	6.5185255	6.51634933333333	6.1683535	6.1482525	6.22673183333333
"ITFG1"	7.5608162	7.567096	7.4672278	7.8278716	7.8379776	7.8145602	7.0794258	7.0509636	7.1069674	7.0052056	6.8773426	7.0076072
